category_name,dis_price,discount_pct,ori_price,ranking,sub_category_name,title
ALL,29000,50,59000,1,All,[헤지스]20SS 아이보리 포켓배색 면 반팔티셔츠 WHTS0B129IV
ALL,12900,50,25800,2,All,[스파클]스파클생수 2L 30병
ALL,9900,66,29700,3,All,[블랑슈]블랑슈 센시티브 아기물티슈 캡형 100매 10팩
ALL,27500,58,66000,4,All,[크리넥스]클린케어 3겹 25M 30롤X2팩/화장지/휴지 +본품증정
ALL,81000,19,100000,5,All,[머지포인트](머지포인트) 10만원권
ALL,29000,50,59000,6,All,[헤지스]20SS 블랙 포켓배색 면 반팔티셔츠 WHTS0B129BK
ALL,10500,70,35000,7,All,[아디다스]나이키 아디다스外 인기 반팔티 반바지 단체복 모음
ALL,31900,0,31900,8,All,[파스퇴르우유]파스퇴르 무항생제 바른목장우유 250mL 36입
ALL,45000,10,50000,9,All,[에그머니](카드가능)(에그머니) 온라인 게임상품권 5만원
ALL,8500,69,28300,10,All,쉬블림로브 20%쿠폰 6800원 균일가 블라우스 원피스
e쿠폰/티켓,46500,7,50000,1,All,[컬쳐랜드문화상품권](스마일클럽) 컬쳐랜드 온라인 문화상품권 5만원
여행,99000,0,99000,1,All,최종혜택가 84600원~(모바일문자수신) 웰리힐리파크 써머 스마일PKG (객실 1박 + 워터파크 + 관광곤돌라)
도서/음반,162800,34,248000,1,All,수퍼맘스토리카페/높은성취도 요구에 부응하는 미국교과서/원더스고레벨/Wonders/G3/G4/G5/번역본제공
컴퓨터/전자,34900,0,34900,1,All,[대우]대우 에어 써큘레이터DEF-KC1020스탠드선풍기 공기순환
가구/침구,9900,69,32000,1,All,[아이르]국내산 시원한 시어서커 봄 여름 홑겹이불 침구
스포츠/자동차,10500,70,35000,1,All,[아디다스]나이키 아디다스外 인기 반팔티 반바지 단체복 모음
생활/주방/건강,11900,33,17900,1,All,[홈스타]홈스타 뿌리는 곰팡이싹 500mlX4 +1L증정
식품,12900,50,25800,1,All,[스파클]스파클생수 2L 30병
ALL,16800,41,28560,11,All,[사조해표]해표 포도씨유 (식용유/기름) 900ml x3병
ALL,33210,10,36900,12,All,[햇반]CJ 햇반 210g 36개 1박스
ALL,11500,0,11500,13,All,서래푸드 캘리포니아 구운아몬드 500gx3
ALL,18900,54,41800,14,All,[디얼리빙]호텔수건 180g 10매 / 고급 세면타올 수건
ALL,17900,69,59600,15,All,브리치X씨샵인더룸 누구나 20%+10%쿠폰 셔츠/팬츠
ALL,11000,50,22000,16,All,제이오븐 수제 호두파이 500g 1판 일반형
ALL,18900,70,63000,17,All,브리치x아이미마인 누구나 20%+10%쿠폰 셔츠/원피스
ALL,6900,70,23000,18,All,[프롬산타]3+1 여름신상 면 덧신/양말/스타킹 남자여자발목학생
ALL,95000,5,100000,19,All,[구글플레이](카드가능) 기프트코드 10만원 / 구글 기프트카드
ALL,9900,50,19800,20,All,옛날과자 전통 고급종합전병 1kg+1kg
ALL,30900,0,30900,21,All,목우촌 흑마늘 훈제오리 180gX10팩
ALL,48640,24,64000,22,All,[올젠]겨울 프리미엄 아우터 9종 ZOA4CG1301
ALL,15900,50,31800,23,All,[Gfresh]착한떡 꿀백설기 총 40개입
e쿠폰/티켓,81000,19,100000,2,All,[머지포인트](머지포인트) 10만원권
e쿠폰/티켓,50000,0,50000,3,All,[한국투자증권]한국투자증권  온라인 금융상품권 50000원권
e쿠폰/티켓,30000,0,30000,4,All,[한국투자증권]한국투자증권  온라인 금융상품권 3만원권
e쿠폰/티켓,47000,6,50000,5,All,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권 5만원 /온라인 전용
e쿠폰/티켓,46500,7,50000,6,All,[해피머니](카드가능)(해피머니) 온라인상품권 5만원
e쿠폰/티켓,95000,5,100000,7,All,[구글플레이](카드가능) 기프트코드 10만원 / 구글 기프트카드
e쿠폰/티켓,28200,6,30000,8,All,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권 3만원 /온라인 전용
e쿠폰/티켓,27900,7,30000,9,All,[해피머니](카드가능)(해피머니) 온라인상품권 3만원
e쿠폰/티켓,45000,10,50000,10,All,[에그머니](카드가능)(에그머니) 온라인 게임상품권 5만원
e쿠폰/티켓,47500,5,50000,11,All,[구글플레이](카드가능) 기프트코드 5만원 / 구글 기프트카드
e쿠폰/티켓,28500,5,30000,12,All,[구글플레이](카드가능) 기프트코드 3만원 / 구글 기프트카드
여행,122000,0,122000,2,All,롯데월드 자유이용권 3매(종일) + 서울시내호텔 1박
여행,23900,0,23900,3,All,(특가)비발디파크 오션월드 특가(~8/31)/홍천/대명/소노/비발디/오션/워터파크/강원도/물놀이
여행,395000,0,395000,4,All,제주신화월드 신화관 2박+조식1회+워터파크+테마파크_12월까지 예약가능
여행,32000,47,61000,5,All,(공식판매처) 에버랜드 7월 종일이용권+사파리월드 Q-PASS(7/1~7/28) /에버랜드큐패스
여행,229900,0,229900,6,All,|최종혜택가 189900원~|제주롯데호텔_역시즌 얼리버드 특가_선착순객실UP+해온튜브제공+인원추가비혜택
여행,59890,0,59890,7,All,|강원 고성군| 아이파크콘도(현대설악)(국내리조트/아이파크/고성/속초/아이파크콘도/현대아이파크/일출)
여행,28900,0,28900,8,All,제주 아쿠아플라넷 AQ패키지권|제주아쿠아리움
여행,67900,3,70000,9,All,"|5%할인||충북 리조트| 소노문 단양 (제천,진천,음성,단양)"
여행,53350,3,55000,10,All,"|5%할인||강원 리조트| 레이크오션 속초 (속초,고성)"
여행,101850,3,105000,11,All,"|5%할인||강원 리조트| 소노벨 비발디파크 B , C (구 오크 , 파인) (홍천,횡성)"
여행,55000,57,130000,12,All,[서울랜드]서울랜드 6개월 시즌이용권/테마파크/놀이공원
여행,28000,41,48000,13,All,(7월1일부터 이용가능) 롯데월드 1인/패밀리 종합이용권
도서/음반,37800,37,60000,2,All,종이나라 에르베튈레의 색칠수업+그리기 수업 2종 세트
도서/음반,9900,0,9900,3,All,(카드15%) 2021 EBS 초등기본서 만점왕 수학 1학기 2학기 학년별 선택구매 - 예약판매
도서/음반,94000,9,104400,4,All,보림 논픽션 예술 과학 그림책 아트사이언스 (전4권)
도서/음반,9900,0,9900,5,All,하루한장 독해 초등 쏙셈 글자 바로쓰기 어휘 도형 바로알기 1 2 3 4 5 6 학년 (공동구매)
도서/음반,170000,57,400000,6,All,동아사이언스 정기구독 특별전 (도치맘 전용)
도서/음반,26000,20,32500,7,All,초등독서력 키우는 읽기놀이 일 년 열두 달
도서/음반,24000,20,30000,8,All,공부머리만드는 그림책놀이 일 년 열두 달
도서/음반,18000,10,20000,9,All,아이와 함께 배우고 성장하는 자녀교육서 16종 택1
도서/음반,68400,10,76000,10,All,인북  NEW 원리친구 과학동화 페이퍼백 (전50권)
도서/음반,26000,35,40000,11,All,[종이나라]종이나라  에르베 튈레와 함께하는 창작전시회 수업
도서/음반,47000,29,67000,12,All,(키즈엠) 브리타테큰트럽 특별작가전 (양장본 4권) 세이펜활용가능
도서/음반,28000,50,56000,13,All,시매쓰 빨라지고 강해지는 이것이 연산이다 A단계 세트 (전4권)
도서/음반,28000,50,56000,14,All,시매쓰 빨라지고 강해지는 이것이 연산이다 B단계 세트 (전4권)
컴퓨터/전자,18500,0,18500,2,All,[큐씨와이]QCY T13 무선 블루투스 이어폰 화이트
컴퓨터/전자,69800,0,69800,3,All,[르젠]21년형+10%쿠폰) 르젠 BLDC 저소음 선풍기 LZEF-DC02
컴퓨터/전자,39000,0,39000,4,All,오토모 핸디형 캡슐 청소기
컴퓨터/전자,49900,0,49900,5,All,[신일전자]신일 35cm(14인치) 고급형 스탠드형 선풍기 SIF-14SJG
컴퓨터/전자,23720,14,27900,6,All,[윈드피아]가정용 업소용 사무실 스탠드 키높이 선풍기 WA-170
컴퓨터/전자,344890,9,379000,7,All,[애플]애플워치SE 40mm GPS 알루미늄 케이스 MYDP2KH/A
컴퓨터/전자,179000,0,179000,8,All,한경희 저소음 가정용 제습기 HE-D707 7L 21년 최신상
컴퓨터/전자,216950,5,229000,9,All,[위닉스][공식파트너] 2021년생산 위닉스 뽀송 제습기 10L DXAE100-JWK
컴퓨터/전자,46900,4,48900,10,All,[제로큐브]21년형+10%쿠폰)최고급형 입체회전 써큘레이터 선풍기
컴퓨터/전자,39800,0,39800,11,All,에어서핑 목에착 선풍기 목걸이 휴대용 넥밴드 화이트
컴퓨터/전자,216950,5,229000,12,All,[뽀송][공식파트너] 2021년생산 위닉스 뽀송 제습기 10L DXAE100-JWK
컴퓨터/전자,359000,0,359000,13,All,[위닉스]위닉스 뽀송 제습기 16리터 DO2E160-JWK 1등급
가구/침구,11900,69,39000,2,All,1+1 시원한 시어서커 홑이불(SS) 냉장고이불 여름이불
가구/침구,19900,68,62900,3,All,[이블랑]시어서커 인견 피그먼트 침대고정패드 SS/Q/K/패밀리
가구/침구,8900,69,29600,4,All,[르헤브]1+1 상쾌한 피톤치드 항균 경추 베개솜/베개/베개커버
가구/침구,15900,58,38000,5,All,[굿몽]국산 쿨~시원한 여름 고정밴드 침대패드 카페트
가구/침구,19900,68,63000,6,All,[아이르]국내산 시원한 시어서커 봄 여름 차렵이불 인견 침구
가구/침구,26900,66,79900,7,All,[이블랑]시어서커/인견/60수아사/모달와플/피그먼트 여름침구
가구/침구,12900,0,12900,8,All,6+1 썸머이벤트 국산 르미에 630g 라지자캔들 42종
가구/침구,16900,53,36000,9,All,[이노하우스]액자형 DIY 보석십자수세트 그림 명화그리기
가구/침구,12900,70,43000,10,All,[르헤브]여름 쇼파패드/사계절 쇼파패드/소파패드/커버/방석
가구/침구,9900,69,32000,11,All,쫀쫀한 밴딩 가성비 좋은 누빔 침대매트리스커버 모음
가구/침구,18900,44,34000,12,All,마요하 시어서커 팜트리/깅엄체크 여름이불 침구세트
가구/침구,8900,69,29600,13,All,(특가) 8900원 시원한 여름이불 / 여름이불세트
스포츠/자동차,20500,54,45000,2,All,[뮬라웨어]20%+15% 뮬라웨어 7월 빅세일 Vol.1
스포츠/자동차,11900,69,39600,3,All,[아디다스]아디다스/나이키 외 인기 트레이닝복 상하세트 모음전
스포츠/자동차,45740,20,57500,4,All,[아디다스오리지널](신세계센텀점)[RUNNING] 알파바운스 TD (GZ3465 GZ3463 GZ3460 GZ3461)
스포츠/자동차,20500,54,45000,5,All,[뮬라웨어]20%+15% 뮬라웨어 7월 빅세일 Vol.2
스포츠/자동차,22900,69,76300,6,All,[크록스]크록스 특가 키즈/성인 크록밴드/샌들/슬리퍼/여성화
스포츠/자동차,10000,60,25000,7,All,[엘레쎄]엘레쎄 SS 의류 인기상품 특가전
스포츠/자동차,18900,70,63000,8,All,[크록스]본사공식 크록스 BEST 31종 택 (G070621)
스포츠/자동차,21340,27,29400,9,All,[아디다스](신세계의정부점)[New Performance] 듀라모 SL 슬라이드_[FY6034 FY8786]
스포츠/자동차,12900,70,43000,10,All,[푸마 키즈]5차앵콜 리복/푸마키즈 반팔티셔츠 + 반바지세트
스포츠/자동차,12900,50,25800,11,All,[프로월드컵]17%100매입/입체형/초소형/소형/중형/특대형 마스크
스포츠/자동차,12900,7,13900,12,All,남녀 3포인트 스니커즈 양말 20켤레
스포츠/자동차,38250,15,45000,13,All,[블랙야크]남여공용 하이로프트 플리스 B야크플러피자켓 1BYJKW0901
스포츠/자동차,13900,69,46000,14,All,[르까프]르까프 썸머 신발 의류 베스트 모음전
생활/주방/건강,8900,0,8900,2,All,부광 안티프라그 얇은헤드 칫솔 초극세모 12입+증정
생활/주방/건강,9900,66,29700,3,All,[블랑슈]블랑슈 센시티브 아기물티슈 캡형 100매 10팩
생활/주방/건강,15500,42,27000,4,All,[릴리유]릴리유 퓨어퍼플 물티슈 캡72매X10팩(1BOX)
생활/주방/건강,11900,66,35700,5,All,[베베앙]베베앙 아기물티슈  시그니처 대용량 100매 캡형 10팩
생활/주방/건강,15900,38,25900,6,All,[아토세이프]습기제거제 520ml 24개입 옷장 선반 제습제
생활/주방/건강,13900,69,45000,7,All,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩
생활/주방/건강,22000,50,44000,8,All,[테팔]테팔 심플쿡 프라이팬 28cm
생활/주방/건강,27500,58,66000,9,All,[크리넥스]클린케어 3겹 25M 30롤X2팩/화장지/휴지 +본품증정
생활/주방/건강,24680,24,32900,10,All,[다우니]다우니 프리미엄 액체형 세탁세제 실내건조 2.8L 2개
생활/주방/건강,31900,66,95700,11,All,[헬로]헬로 순수 3겹 천연펄프 화장지 30m 30롤 3팩 특가행사
생활/주방/건강,22900,55,51000,12,All,[테리파머]호텔수건 무형광 180g 다이아보더 수건 10장 타올 할인
생활/주방/건강,18900,54,41800,13,All,[디얼리빙]호텔수건 180g 10매 / 고급 세면타올 수건
식품,22400,30,32000,2,All,[동원에프앤비]동원 자연산골뱅이 300g x 5개+랜덤증정
식품,11000,50,22000,3,All,제이오븐 수제 호두파이 500g 1판 일반형
식품,32580,0,32900,4,All,[아침농산]국산 농부의아침 쌀10kg  쿠폰가 27970원
식품,12900,50,25800,5,All,널담은뚱카롱 오직 널 위한 널담마카롱8구 감동세트
식품,33210,10,36900,6,All,[햇반]CJ 햇반 210g 36개 1박스
식품,25420,14,29900,7,All,비비고 왕교자1.05kg 3개
식품,9900,50,19800,8,All,브라운 브레드 x 18개입(1박스) + 버터후레시 10개
식품,13140,1,13400,9,All,(경기도주식회사)바다원 돌김자반 오리지널 10봉
식품,31900,0,31900,10,All,[파스퇴르우유]파스퇴르 무항생제 바른목장우유 190mL 24입 X2 (48팩)
식품,15900,11,17900,11,All,[동원에프앤비]라이트 스탠다드 참치 150g 원터치 10개
식품,22900,40,38200,12,All,치킨 버팔로 윙 1kg+윙1kg/(쿠폰가19470원)간식/안주
식품,18900,9,20900,13,All,[동원참치]라이트 스탠다드 참치 100g 15캔 원터치
식품,30900,0,30900,14,All,[목우촌]목우촌 흑마늘 훈제오리 10팩
식품,12900,50,25800,15,All,널담은뚱카롱 오직 널 위한널담은마카롱 사랑 8구세트
유아동/출산,18200,69,60000,1,All,[케피]20%쿠폰_(Big Sale 1+1+1)케피버블 클렌저
화장품/헤어,25000,50,50000,1,All,[에뛰드]20%+15% 중복쿠폰 에뛰드 쇼캉스 빅세일
신발/잡화,6900,69,22400,1,All,HNC 스마트 솔리드 자동 장우산
패션의류,13900,69,46300,1,All,브리치x럭키567 누구나 20%+10%쿠폰 셔츠/팬츠
ALL,31900,0,31900,24,All,[옥주부]옥주부 제주돼지 돈까스 10팩
ALL,50000,0,50000,25,All,[한국투자증권]한국투자증권  온라인 금융상품권 50000원권
ALL,10900,45,19900,26,All,반야월할매 당면만두 420gx3봉
ALL,12900,70,43000,27,All,[푸마 키즈]5차앵콜 리복/푸마키즈 반팔티셔츠 + 반바지세트
ALL,9900,70,33000,28,All,[팬콧키즈]20+5%쿠폰 기획 썸머 반팔 티셔츠 팬츠 상하복 의류
ALL,7900,69,26300,29,All,모노시크/20%/티셔츠/모노핏/시크핏/루즈핏/빅사이즈
ALL,20500,54,45000,30,All,[뮬라웨어]20%+15% 뮬라웨어 7월 빅세일 Vol.1
ALL,30770,15,36200,31,All,[스팸]스팸 클래식 340g 10개
ALL,12900,50,25800,32,All,[페리오]칫솔 쿠폰가7490원 이지클리닉 초극세모칫솔 30입+캡15
e쿠폰/티켓,47250,5,50000,13,All,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드)(PIN발송) 문화상품권 5만원
e쿠폰/티켓,9500,5,10000,14,All,[구글플레이](카드가능) 기프트코드 1만원 / 구글 기프트카드
e쿠폰/티켓,46950,6,50000,15,All,[아웃백스테이크하우스]아웃백 디지털 5만원권
e쿠폰/티켓,190000,5,200000,16,All,[구글플레이](카드가능) 기프트코드 20만원 / 구글 기프트카드
e쿠폰/티켓,27000,10,30000,17,All,[에그머니](카드가능)(에그머니) 온라인 게임상품권 3만원
e쿠폰/티켓,49000,2,50000,18,All,[SOil](S-OIL) 모바일주유권 5만원/ 실시간발송/ 주유상품권
e쿠폰/티켓,9500,5,10000,19,All,[컬쳐랜드문화상품권](카드가능)(컬쳐랜드) 문화상품권1만원권(ID바로충전)
e쿠폰/티켓,49000,2,50000,20,All,[SOil](S-OIL) 모바일주유권 5만원권
여행,76500,0,76500,14,All,오크밸리리조트(강원도/문막/원주/스키장)
여행,160050,3,165000,15,All,|5%할인|세인트존스 호텔 (강원/강릉/경포대/강릉호텔)(강원 호텔/강릉/속초/경포대)
여행,27000,0,27000,16,All,(공식판매처) 에버랜드 오후 이용권(~7/28)
여행,18000,10,20000,17,All,(문자발송/당일사용가능)챔피언/챔피언1250(~08.31)
여행,23000,0,23000,18,All,(바코드문자수신) 경기 하남 아쿠아필드 워터파크 하남점 (~7/16)
여행,48410,2,49900,19,All,"|5%할인||강원 리조트| 메이힐스 리조트 (영월,정선)"
여행,31500,0,31500,20,All,제주 아쿠아플라넷 풀패키지권|제주아쿠아리움
여행,125400,5,132000,21,All,"|5%할인||강원 호텔| 정동진 썬크루즈 호텔 (경포대,사천,주문진,정동진)"
여행,126000,0,126000,22,All,|강원 양양군| 쏠비치 양양(소노리조트/소노/대명리조트/대명/대명호텔/대명리조트/쏠비치/쏠비치대명)
여행,99000,0,99000,1,국내여행,최종혜택가 84600원~(모바일문자수신) 웰리힐리파크 써머 스마일PKG (객실 1박 + 워터파크 + 관광곤돌라)
e쿠폰/티켓,46950,6,50000,1,외식,[아웃백스테이크하우스]아웃백 디지털 5만원권
여행,13000,0,13000,1,G9 해외패키지,필리핀유심 말톡 보라카이 공항택배무료 무료로밍통화
도서/음반,32400,50,64800,15,All,유아 자신감 수학(유자수) 세트
도서/음반,5900,32,8800,16,All,하루 10분 초등 따라쓰기 시리즈 22종 선택구매
도서/음반,88800,64,247860,17,All,영어를 통해 언어능력 향상을 위해 만들어진 교재/Hats On Top/Interactive Classroom Pack포함(다운로드)
도서/음반,46000,0,46000,18,All,(DVD/애플특전) 몬스타엑스 (MONSTA X) - 2021 FAN-CONCERT MX UNIVERSITY
도서/음반,110000,9,122220,19,All,[예림당]예림당 물아저씨 전17권 세트 과학 공부의 시작은 물아저씨와 함께
도서/음반,225000,8,245000,20,All,[블루래빗]내셔널지오그래픽 키즈 빅북 세트 전15권세트 (사은품:디스커버리 사전 속담/수수께끼 2종)
도서/음반,17230,0,17230,21,All,고래야 놀자 (손바닥 사운드북)(사운드북)
도서/음반,271400,10,301600,22,All,(사회평론) 용선생의 시끌벅적 과학교실 전23권
도서/음반,64100,7,69000,23,All,책과함께어린이 한국사 편지 세트 (전5권+연표)
도서/음반,28000,50,56000,24,All,시매쓰 빨라지고 강해지는 이것이 연산이다 C단계 세트 (전4권)
도서/음반,121500,33,182000,25,All,수퍼맘스토리카페/맥그로힐의 역동적인 과학프로그램/미국과학교과서/A CLOSER LOOK/번역본제공
도서/음반,39000,9,43300,26,All,[길벗스쿨]길벗스쿨 기적의 유아수학 A/B/C단계 외 선택구매
여행,15500,59,38500,1,여행소품,와이파이도시락 국내데이터 15GB / NO약정 기간연장가능 30일렌탈 / 포켓와이파이 에그대여 무선인터넷
컴퓨터/전자,344890,9,379000,14,All,[애플]애플워치SE 40mm GPS  알루미늄 케이스 MYDM2KH/A
컴퓨터/전자,252980,9,278000,15,All,[애플]에어팟프로 MWP22KH/A
컴퓨터/전자,23800,0,23800,16,All,[팔공팔]808 휴대용 무선 넥밴드 선풍기 넥풍기 빅팬V3 화이트
컴퓨터/전자,349000,9,385000,17,All,[뽀송]공식인증점 위닉스 제습기 1등급 16리터 DN2H160-IWK
컴퓨터/전자,21900,8,23900,18,All,[유닉스]메탈티 무광블랙 1600W 헤어 드라이기 UN-A1610 접이식
컴퓨터/전자,381290,9,419000,19,All,[애플]애플워치SE 44mm GPS 알루미늄 케이스 MYDT2KH/A
컴퓨터/전자,129000,7,140210,20,All,[에너맥스]에너맥스 Enermax LIQMAX III ARGB 360 수랭쿨러
컴퓨터/전자,569000,4,598940,21,All,[삼성전자]삼성노트북 NT350XCR-AD5WA 최종54만원대 가성비노트북
컴퓨터/전자,129000,0,129000,22,All,[일렉트로룩스]18V 무선청소기 ZB3311 AK + 4종 노즐 증정 (BEST)
컴퓨터/전자,144500,0,144500,23,All,샤오미 스마트 자동 유리창 창문 로봇청소기 화이트
컴퓨터/전자,24900,16,29900,24,All,[대우]대우 와플메이커 3 in 1(메탈블랙) 분리형
컴퓨터/전자,8930,6,9500,25,All,[자우버]렌즈케어 200매 렌즈클리너 일회용 안경닦이 티슈
컴퓨터/전자,87500,0,87500,26,All,샤오미 MI 스마트 무선 선풍기 4세대 프로 중국내수용
컴퓨터/전자,46900,0,46900,27,All,[테팔](최종35180원) 블렌드포스 플러스 믹서기_BL4258
가구/침구,6900,70,23000,14,All,[쁘리엘르]1+1 피치스킨 베개커버/베개커버/베게커버
가구/침구,16900,29,24000,15,All,일루션 암막커튼 베스트셀러전
가구/침구,12800,69,42600,16,All,(보드래) 침대커버 매트리스커버 침대패드 여름이불
가구/침구,17900,66,54000,17,All,[아망떼]시원한 시어서커 리플 여름이불베개세트
가구/침구,11900,69,39000,18,All,마이크로 항균 매트리스커버 방수커버  침대패드
가구/침구,6900,70,23000,19,All,[르헤브]잠이솔솔 시원한 메밀베개/편백베개/여름베개/목베개
가구/침구,11900,63,32900,20,All,나크제이 대용량 리필디퓨저 500ml 1+1/1000ml 방향제
가구/침구,21800,0,21800,21,All,[비트백]액자형 DIY 보석십자수 명화그리기 비즈 그림 큐빅
가구/침구,23900,69,78000,22,All,[올리비아데코]시원한 여름침구 모음전/인견/시어서커/뱀부/냉감
가구/침구,28900,69,96300,23,All,[리앤데코]열대야날릴 시원한 대형 대나무돗자리 모음 파워세일
가구/침구,16800,70,56000,24,All,[이블랑]고밀도 고탄력 방수 소파커버 1인용~4인용 28컬러
가구/침구,28280,18,34900,25,All,[한샘]한샘몰X에어론 서포트체어 자세교정 척추의자
가구/침구,15980,65,46000,26,All,뷰하우스 4계절 암막커튼1+1(2장)
스포츠/자동차,12450,70,41500,15,All,[타미힐피거]타미힐피거 여성 카라 민소매 원피스 7종
스포츠/자동차,9900,70,33000,16,All,[아디다스]아디다스/나이키 外 인기 신상 입고 반팔 반바지 모음
스포츠/자동차,24000,69,79000,17,All,[웨스트우드]웨스트우드 21썸머신상 티셔츠/팬츠/조끼/자켓 빅세일
스포츠/자동차,14900,69,48800,18,All,[밀레]밀레 본사 등산복 티셔츠 바지 반바지 바람막이
스포츠/자동차,11900,0,11900,19,All,[카렉스]레인스톰 하이브리드 와이퍼  2+2 2세트 무료배송
스포츠/자동차,33500,60,83750,20,All,[블랙야크]20%+5%쿠폰 / 블랙야크 썸머 추가쿠폰+가격인하
스포츠/자동차,5000,69,16600,21,All,[슬레진저]20%쿠폰 땡처리 반팔티/반바지/레깅스/쿨바지
스포츠/자동차,24000,20,30000,22,All,[아디다스(브이아이피)] 여름팬츠 13종 택 1 (FM7637 GK6059)
스포츠/자동차,29000,0,29000,23,All,[휠라]휠라 서피 쏭 1SM01582D001
스포츠/자동차,29000,0,29000,24,All,[휠라](신세계강남점)[[FILA]휠라] 남여공용 크레마 보아 플리스 자켓 (FS2PLC4101X_LBE)S1
스포츠/자동차,86400,70,288000,25,All,[닥스골프]닥스골프/헤지스골프/반팔티/카라티/폴로티/20+5%
스포츠/자동차,11800,69,39300,26,All,[아디다스]나이키/아디다스 外 인기 상하 세트 반팔 반바지 모음
생활/주방/건강,10900,39,17900,14,All,[테크액체세제]테크 파워 액체세제(겸용) 대용량 8L
생활/주방/건강,24600,66,73800,15,All,[슈퍼대디]슈퍼대디 아기물티슈 시그니처 캡형 70매10팩(75g)
생활/주방/건강,20900,25,27900,16,All,[아토세이프]덴티본조르노 구취 입냄새케어 구강청결 100g X 10개
생활/주방/건강,5900,60,14900,17,All,NEW 뚜껑있는 채반 바스켓 1+1 외 주방용품 베스트
생활/주방/건강,8900,55,19800,18,All,[아이리스코리아]마그네틱 자석우산꽂이 US-570
생활/주방/건강,16900,37,27000,19,All,[크리넥스]크리넥스 실크소프트 250매X3입X3팩 /곽티슈
생활/주방/건강,9900,45,18000,20,All,[에프킬라]에프킬라 무향 500mlx3개 모기약
생활/주방/건강,14900,66,44700,21,All,[베이비베이비]베이비베이비 아기물티슈 트윙클120매 20팩 캡형
생활/주방/건강,31840,20,39800,22,All,[다우니]다우니 엑스퍼트 실내 건조 1L 6개 +사은품
생활/주방/건강,19900,66,59700,23,All,[하비비]청개구리 자동 변기 클리너 세정제 6개 (12개월분)
생활/주방/건강,37900,7,40800,24,All,[베베숲]아기물티슈 프리미어 캡70매 20팩
생활/주방/건강,17400,50,34800,25,All,[다우니]초고농축 다우니 섬유유연제 엑스퍼트 실내건조 1L3개s
생활/주방/건강,25900,0,25900,26,All,크리넥스 데코앤소프트 화장지 30m 24롤 2팩
식품,13900,0,13900,16,All,[의성마늘햄]롯데 의성마늘 프랑크 70gx20개
식품,29610,0,29900,17,All,최상급 통통 활 왕새우  1KG 35-43미 /1일 1000개 한정
식품,30770,15,36200,18,All,[스팸]스팸 클래식 340g 10개
식품,42900,0,42900,19,All,[락토핏]15% 종근당건강 락토핏 5X 생유산균 골드 3통 총150포
식품,18900,36,29900,20,All,반야월할매 당면만두 대용량 3kg
식품,17000,0,17000,21,All,[포스트](해외)오레오오즈500g X 2팩+사은품/허니오즈/씨리얼
식품,21900,40,36500,22,All,맥반석 구운란 30구X2판(총 60구)
식품,18600,30,26600,23,All,[리챔]리챔 200g x 10캔 + 리챔 120g x 1캔
식품,19800,34,30000,24,All,[진라면]진라면 매운맛 40봉
식품,31950,10,35500,25,All,[파스퇴르우유]파스퇴르 무항생제 인증 바른목장(190ml54입)/멸균우유
식품,22270,15,26200,26,All,[스팸]스팸 클래식 200g 10개
식품,16800,41,28560,27,All,[사조해표]해표 포도씨유 (식용유/기름) 900ml x3병
식품,28900,0,28900,28,All,블루베리 유황먹인 오리훈제 200g x 8팩
유아동/출산,9800,69,32600,2,All,아동팬티 5매입 순면 속옷 무형광  런닝 유아 주니어
유아동/출산,9900,66,29700,3,All,[블랑슈]블랑슈 센시티브 아기물티슈 캡형 100매 10팩
유아동/출산,15500,42,27000,4,All,[릴리유]릴리유 퓨어퍼플 물티슈 캡72매X10팩(1BOX)
유아동/출산,11900,66,35700,5,All,[베베앙]베베앙 아기물티슈  시그니처 대용량 100매 캡형 10팩
유아동/출산,9900,70,33000,6,All,[팬콧키즈]20+5%쿠폰 기획 썸머 반팔 티셔츠 팬츠 상하복 의류
유아동/출산,7900,69,26300,7,All,[앤디애플]20%쿠폰/래쉬가드/상하복/반팔티셔츠/원피스/아동복
유아동/출산,13900,69,45000,8,All,[아이러브베베]아이러브베베물티슈핑크100매캡형X20팩
유아동/출산,6900,70,23000,9,All,[캔디베이비]20%쿠폰_신상 70%할인 유아동내의/내복/실내복
유아동/출산,13900,69,45900,10,All,[버블트리]20% 쿠폰 주니어와 여아 래쉬가드 수영복 아동 쥬니어
유아동/출산,24600,66,73800,11,All,[슈퍼대디]슈퍼대디 아기물티슈 시그니처 캡형 70매10팩(75g)
유아동/출산,14900,66,44700,12,All,[베이비베이비]베이비베이비 아기물티슈 트윙클120매 20팩 캡형
유아동/출산,23400,22,30000,13,All,[폴햄키즈]공용)보스톤 롱 다운 점퍼(PKZ4JP1020)
유아동/출산,12900,70,43000,14,All,[MLB]아동샌들 여아샌들 남아샌들 학생실내화 여아플랫슈즈
화장품/헤어,35000,69,115000,2,All,[닥터자르트](20%+20%중복) 닥터자르트 하반기 최대 82% 빅세일
화장품/헤어,32000,51,66000,3,All,[바닐라코]바닐라코UPTO50% 스킨/베이스/색조 1+1득템+20%쿠폰
화장품/헤어,42000,30,60000,4,All,[이니스프리]UP TO 51% (30% 추가) 이니스프리 써머뷰티 끝장 할인
