category_name,dis_price,discount_pct,ori_price,ranking,sub_category_name,title
유아동/출산,16900,69,56200,57,유아동가방/잡화 ,[베스트웨이]아쿠아 비치 매트 워터해먹 튜브 BW 14556_43103 레드
유아동/출산,4900,2,5000,58,유아동가방/잡화 ,깜놀특가 신상아동양말 유아 어린이 커즈 덧신 국산
유아동/출산,16900,0,16900,59,유아동가방/잡화 ,[베베숲][베베숲] 시그니처 그린 70매 캡 10팩
유아동/출산,79900,0,79900,60,유아동가방/잡화 ,마스케라  21SS 린넨블렌디드햇 2종 SET
유아동/출산,19900,0,19900,61,유아동가방/잡화 ,유아 아동 우비 장화 우산 장마 캐릭터 우의 레인부츠
유아동/출산,12500,0,12500,62,유아동가방/잡화 ,달려 도티55  유아동 주니어 우산
유아동/출산,37940,13,44000,63,유아동가방/잡화 ,[빅키드] 플레이모빌 레츄자 화분 6컬러
유아동/출산,12900,0,12900,64,유아동가방/잡화 ,펭수 일러스트보더55 우산 아동 주니어 장우산 자동
유아동/출산,11300,14,13200,65,유아동가방/잡화 ,[아디다스]EC 웨이스트백(FN0890)
유아동/출산,5600,0,5600,66,유아동가방/잡화 ,유아 아동 장갑 겨울 방한 니트 스키 어린이 주니어
유아동/출산,38030,2,39200,53,유아동신발 ,[아디다스] 그랜드코트 C (FZ3241) (0483412090)
유아동/출산,47790,19,59000,54,유아동신발 ,[아디다스오리지널][아디다스 오리지널스] [Kids]슈퍼스타 360 I Q46308
유아동/출산,31200,20,39000,55,유아동신발 ,[아디다스키즈]아딜렛 샌들 K FY8849
유아동/출산,43470,10,48300,56,유아동신발 ,[아디다스키즈]슈퍼스타 360 X C EG3398
유아동/출산,49000,0,49000,57,유아동신발 ,[휠라키즈]조이쿨2/3SM01558D
유아동/출산,30750,3,31800,58,유아동신발 ,[아디다스][아디다스] 런팔콘/그랜드코트/브레이크넷 운동화 택일(FY9506/EF0103/FY9495)
유아동/출산,17900,0,17900,59,유아동신발 ,[팬콧키즈]팬콧키즈 유아 아동 장화 레인부츠 어린이 주니어
유아동/출산,4900,69,16300,60,유아동신발 ,[디즈니]20%쿠폰 디즈니 外 인기 캐릭터 유아동 EVA 실내화
유아동/출산,14900,69,49000,53,유아동의류,유아 아동 래쉬가드 아기 수영복 워터레깅스 플랩캡
유아동/출산,50400,22,65450,54,유아동의류,[블루독]SK) 오션 모티브 집업SET 21940-620-02BON
유아동/출산,42160,23,55200,55,유아동의류,[네파키즈](신세계강남점)[네파키즈] 21SS 피코 워터 액티비티 세트   KHD3004
유아동/출산,15800,69,52500,56,유아동의류,아동 잠옷 파자마 상하세트 원피스 실내복 남아 여아
유아동/출산,18800,48,36600,57,유아동의류,[아이러브제이]아이러브제이 키즈 아동 여름 티셔츠 원피스 팬츠
유아동/출산,23100,23,30000,58,유아동의류,[네파키즈]버티컬그래픽세트KH35951
유아동/출산,20300,0,20300,59,유아동의류,[휠라키즈]키즈 멀티 F 박스 반팔 티 FK2RSD2108XBLK
유아동/출산,9900,70,33000,60,유아동의류,[몰리멜리]여아원피스/여아의류/티셔츠/상하복/유아원피스
유아동/출산,9710,1,9900,73,홈플러스 베이비,유한킴벌리_크리넥스마이비데 리필형 _42매x6입
유아동/출산,10400,0,10400,74,홈플러스 베이비,유한킴벌리_더블하트모유실감젖꼭지 LL _2입
유아동/출산,8900,0,8900,75,홈플러스 베이비,[크리넥스]유한킴벌리_크리넥스수앤수코튼클린오리지널 캡형 _72매x6입
유아동/출산,27300,0,27300,76,홈플러스 베이비,(2+1)유한킴벌리_하기스네이처메이드 씬테크 팬티기저귀대형4단계 남아 _36매
유아동/출산,27300,0,27300,77,홈플러스 베이비,(2+1)유한킴벌리_하기스네이처메이드 씬테크 팬티기저귀중형3단계 남아 _42매
유아동/출산,34310,1,34900,78,홈플러스 베이비,(묶음할인)유한킴벌리_하기스매직뉴컴포트썸머팬티기저귀_대형4단계 공용 48매
유아동/출산,44910,1,45820,79,홈플러스 베이비,(행사상품)매일유업_앱솔루트엄마가만든명작분유4단계_800Gx3입
유아동/출산,4490,0,4490,80,홈플러스 베이비,(2+1)아이배냇_핑거요거트블루베리_20G
유아동/출산,30000,25,40000,46,신생아의류/잡화,[타티네쇼콜라][대구백화점 II관] [쇼콜라]여름내의2종세트균일가모음(TNKMXS099-S109)
유아동/출산,13900,0,13900,47,신생아의류/잡화,북유럽스타일 롬퍼 바디수트 신생아옷 우주복 실내복
유아동/출산,23210,14,27300,48,신생아의류/잡화,[휠라키즈](현대백화점)휠라키즈 워터레깅스래쉬가드수영복바지 FK2RPC2601X
유아동/출산,46000,7,49900,49,신생아의류/잡화,닉스키즈 [NIX KIDS] 21 남아 스프링 컬러팬츠 3종
유아동/출산,26460,10,29400,50,신생아의류/잡화,[우프](대구신세계)bunny bonnet / OL21SHA03 GA
유아동/출산,15000,70,50000,51,신생아의류/잡화,[타티네쇼콜라]7부 차차내의 _타티네쇼콜라
유아동/출산,15000,70,50000,52,신생아의류/잡화,[타티네쇼콜라]U베어JQD수면조끼
유아동/출산,14610,1,14900,49,물티슈,[센스(물티슈)]센스 센스 물티슈 악어 캡형 100매 20팩
유아동/출산,18900,50,37800,50,물티슈,[아이러브베베]아기물티슈 엠보 아이보리 캡형X20팩 72매
유아동/출산,15720,6,16900,51,물티슈,[마이비데]크리넥스 마이비데 46매 리필 10팩
유아동/출산,33500,0,33500,52,물티슈,[베베숲][베베숲] 시그니처 그린 70매 캡 20팩
유아동/출산,33900,0,33900,53,물티슈,[베베숲][베베숲] 프리미어 70매 캡 20팩
유아동/출산,17900,0,17900,54,물티슈,루이비앙 아기물티슈 핑크 100매 9팩+블랙 70매 1팩
유아동/출산,26900,0,26900,55,물티슈,앙블랑 아기물티슈 세이프 인디핑크 캡형 72매X20팩 N-IC20
화장품/헤어,9600,0,9600,65,화장소품,내츄럴 퓨어 순면100% 대용량 엠보 화장솜 1200매
화장품/헤어,155000,0,155000,66,화장소품,[리파캐럿]리파 4캐럿 ReFa4CARAT 일본정품 더블임팩트 미용롤러
화장품/헤어,11900,0,12000,67,화장소품,[토시도]대용량 탁상용 마 기름종이(1000매)+슬라이딩(50매)
화장품/헤어,3400,0,3400,68,화장소품,착한 나무면봉20봉
화장품/헤어,9900,0,9900,69,화장소품,Haruka 고급미용가위 이발 숱 틴닝 전문가용 앞머리
화장품/헤어,10500,0,10500,70,화장소품,[시루콧토] 우루우루 화장솜 40매 5박스(총200매)
화장품/헤어,13000,0,13000,71,화장소품,[모리스]염색 펌 테스트용 100% 인모 피스 10pcs
화장품/헤어,59000,0,59000,72,화장소품,[키스뉴욕]키스뉴욕 인스타웨이브 프로페셔널 (32mm)
화장품/헤어,23900,0,23900,73,화장소품,[화이트래빗]화이트래빗 화장솜 플레인전용 1000매 묶음배송
화장품/헤어,5130,5,5400,71,제모/데오드란트/슬리밍,[바디네이처][바디네이처] 왁스스트립 스위트아몬드오일 (얼굴용)
화장품/헤어,18800,0,18800,72,제모/데오드란트/슬리밍,[샐리한센]셀리한센 스프레이 온샤워 오프 제모/뿌리는제모/비트
화장품/헤어,5800,3,6000,73,제모/데오드란트/슬리밍,왁스키스 왁스스트립 24매/48매 왁싱패치
화장품/헤어,17900,50,35800,74,제모/데오드란트/슬리밍,[질레트비너스]질레트 비너스 블루 면도날 4입
화장품/헤어,13900,0,13900,75,제모/데오드란트/슬리밍,[아방가드로]퍼펙트 클리어 리무벌 제모크림 150ml/왁싱/제모제
화장품/헤어,6900,0,6900,76,제모/데오드란트/슬리밍,도루코_PACE4휴대용면도기_4입
화장품/헤어,25500,50,51000,77,제모/데오드란트/슬리밍,[질레트비너스]질레트 비너스 임브레이스 면도날 4입
화장품/헤어,18900,0,18900,78,제모/데오드란트/슬리밍,[왁스앤왁싱]미국 페이스왁싱 제모제/얼굴눈썹인중수염 제모왁스
화장품/헤어,32210,4,33900,71,향수,[캘빈클라인]CK BE 오 드 뚜왈렛 200ml
화장품/헤어,29450,5,31000,72,향수,[랑방](현대백화점)랑방 모던 프린세스 EDP 30ml 세트(+랑방 모던 프린세스 펄스스프레이 7.5ml)+쇼핑백 증정
화장품/헤어,46300,0,46300,73,향수,[클린]웜코튼 오드퍼퓸 60ml
화장품/헤어,39690,19,49000,74,향수,[베네피트](신세계강남점)(단독) 메이비 베이비 세트 (+손거울 틴트 디럭스 샘플 증정)
화장품/헤어,149150,5,157000,75,향수,조말론 우드 세이지 앤 씨 쏠트 코롱 100ml
화장품/헤어,12900,0,12900,76,향수,[로에랑스]터치 마이 퍼퓸 바디미스트 250ml 1+1
화장품/헤어,26900,0,26900,77,향수,[캘빈클라인]캘빈클라인/ck one/be 100ml/200ml 본품/향수
화장품/헤어,15890,68,50700,78,샴푸/헤어에센스/스타일링,[헤어플러스]단백질 본드 앰플 145ml/헤어팩/에센스/오일/LPP/미용
화장품/헤어,15920,20,19900,79,샴푸/헤어에센스/스타일링,[실크테라피]실크테라피 실크테라피 오리지널에센스 150ml 1개
화장품/헤어,19900,0,20000,80,샴푸/헤어에센스/스타일링,[스캐닉]아르간 오일 헤어 에센스 머리영양제 모로칸오일 컬링
화장품/헤어,20900,30,29900,81,샴푸/헤어에센스/스타일링,[려]려 자양윤모 민감성 샴푸  400ml  3통
화장품/헤어,13500,0,13500,82,샴푸/헤어에센스/스타일링,[케라시스]케라시스 데미지 대용량 샴푸 4000ml +펌프증정
화장품/헤어,10500,8,11500,83,샴푸/헤어에센스/스타일링,[미쟝센]미쟝센 퍼펙트세럼 트리트먼트 180ML 3개
화장품/헤어,17500,30,25000,78,남성화장품,이니스프리 포레스트 올인원 에센스 100mL 4종 택1
화장품/헤어,22400,20,28000,79,남성화장품,브로앤팁스 포인트 클리닉 남성청결제 150ml
화장품/헤어,25900,13,29900,80,남성화장품,[에스까다]옴므 리커버리 포뮬러 올인원 150ml x2개 (크림타입)
화장품/헤어,50800,0,50800,81,남성화장품,[헤라]헤라옴므 스페셜 2종 기획세트 / 남성 스킨케어 기초
화장품/헤어,68800,0,68800,82,남성화장품,[헤라]헤라옴므 블랙 퍼펙트 2종 세트 / 옴므 기초 / 남성용
화장품/헤어,77600,3,80000,83,남성화장품,설화수 맨 본윤 2종 세트 (8809685815051)
화장품/헤어,25900,66,77700,78,바디클렌져/바디로션,[도브]화이트바 100g 20개 + 러브뷰티플래닛 본품 증정
화장품/헤어,13900,6,14900,79,바디클렌져/바디로션,[illi]일리윤 연꽃 수분 마스크팩 10매x3세트(30매)
화장품/헤어,31400,0,31400,80,바디클렌져/바디로션,[뉴트로지나][뉴트로지나] NEW 인텐스 리페어 시카 에멀젼 450ml x2
화장품/헤어,13650,1,13900,81,바디클렌져/바디로션,[식물나라]세안 비누 100g x 20개
화장품/헤어,19800,0,19800,82,바디클렌져/바디로션,[세타필]세타필 수딩 진정 젤크림 226g +85g 증정
화장품/헤어,17800,10,19800,83,바디클렌져/바디로션,[샤샤]밀크앤허니 퍼퓸 바디워시 대용량 1500ml +1500ml
화장품/헤어,15900,0,15900,66,보습제품,[린제이]쿨 티트리 모델링팩 1kg (쿨링/진정/모공케어)
화장품/헤어,63810,0,63810,67,보습제품,[셀더마]무료체험최다  셀더마 나인톡스 하이드로겔 마스크
화장품/헤어,14900,0,14900,68,보습제품,[네오젠]글레이셜 캐나다 빙하토 모공팩 120g / 탄산 딥클렌징
화장품/헤어,143100,10,159000,69,보습제품,더마픽스 퍼펙트 리얼 퍼포먼스 콜라겐 100 마스크팩 + 기초2종세트
화장품/헤어,18500,0,18500,70,보습제품,네이처바이 에센스 마스크팩 A타입 /10종x10매 총100매
화장품/헤어,5100,60,13000,71,보습제품,[퓨어덤]차콜 필오프 마스크팩 100g/블랙헤드/모공팩/피지제거
화장품/헤어,7900,0,7900,72,보습제품,[메디힐]티트리 케어 솔루션 마스크팩 10매
화장품/헤어,18800,5,19900,73,보습제품,[성분에디터][성분에디터] 시어버터 아기발 스틱 3개 세트+사은품
여행,18800,0,18800,82,해외여행,[유심스토어]전세계통합 유심 30일 데이터전용 유심칩
여행,3500,0,3500,83,해외여행,[유심스토어]태국유심칩 5일 8일 데이터 무제한 Dtac/AIS 태국유심
여행,4900,0,4900,84,해외여행,[유심스토어]대만유심 3일 4일 5일 6일 7일 데이터무제한
여행,9900,0,9900,85,해외여행,[유심스토어]동남아11개국 데이터 무제한 동남아 유심 8일
여행,6900,0,6900,86,해외여행,베트남유심 무제한 다낭 하노이 나트랑 유심칩 심카드
여행,999000,0,999000,87,해외여행,베스트셀러  대만/야류/지우펀/스펀/단수이 4일
여행,1890000,0,1890000,88,해외여행,발칸반도 완전일주  발칸 3대 성+포스토이나  발칸 7국 12일 TK
여행,1990000,0,1990000,89,해외여행,동유럽꽉찬투어/멜크+소금광산+판도로프아울렛  동유럽 6국 9일 OZ
ALL,18900,9,20900,160,All,[동원참치]라이트 스탠다드 참치 100g 15캔 원터치
ALL,15900,66,47700,161,All,[강블리]블링 휴 3겹 무형광 롤화장지 30M 30롤 2팩
ALL,46950,6,50000,162,All,[아웃백스테이크하우스]아웃백 디지털 5만원권
ALL,28620,0,28900,163,All,엠엔전자 베이직 초미풍 키높이 선풍기 FN-35GW
ALL,32900,0,32900,164,All,(전단상품)GAP_세종삼광쌀_10KG 포 
ALL,18900,9,20900,165,All,[동원참치]고추참치 100g 15캔
ALL,13900,40,23200,166,All,[하림]하림 친환경 자연실록 생닭 1050g 2봉
ALL,19000,69,63000,167,All,[지오다노]지오다노 린넨셔츠/슬랙스/면팬츠/레인코트外 ~74%OFF
ALL,5900,50,11800,168,All,너터버터 피넛 버터 쿠키 땅콩 버터 과자 99g 5개
유아동/출산,12900,0,12900,55,임부복/용품,순면 하이웨스트 임부팬티 3매세트 산후 제왕절개팬티
유아동/출산,15840,66,47520,56,임부복/용품,프라하우스 리베 수유브라/산전 산후사용
유아동/출산,8900,10,9900,57,임부복/용품,[PANDORAbyVIVIEN]세상편한 무봉제 수유브라 임부팬티 임부속옷 심리스
유아동/출산,14500,0,14500,58,임부복/용품,예쁜신상 긴팔 수유복 원피스 수유티 빅사이즈 임부복
유아동/출산,17150,2,17500,59,임부복/용품,[아토팜]아토팜 매터니티 마크크림 150ml (+크림20ml 2개)
유아동/출산,8000,0,8000,60,임부복/용품,[마더스베이비]순면 산모양말 2족 _MB99RDB04
유아동/출산,17500,0,17500,61,임부복/용품,[아토팜]아토팜 신형 매터니티 스트레치크림150ml n
유아동/출산,11500,4,12000,62,임부복/용품,[뉴니끄]뉴니끄 모코랩 수유브라 빅사이즈 임산부속옷
유아동/출산,15900,9,17500,63,임부복/용품,[뉴니끄]뉴니끄 모코랩 임산부팬티 3장 빅사이즈 요일팬티
유아동/출산,11900,0,11900,64,임부복/용품,여자 골반 팬티 U자 속옷 여성 임부 산전 산후 임부복
유아동/출산,11200,0,11200,59,장난감/완구,위니코니 핑크퐁 아기상어 배낭물총
유아동/출산,16900,0,16900,60,장난감/완구,[스노우키즈]퐁글 스노우키즈 유아물감 감성물감1000ml 15색
유아동/출산,32020,7,34800,61,장난감/완구,[영실업][영실업공식]콩순이 BEST 말하는 냉장고
유아동/출산,1520,5,1600,62,장난감/완구,[빨간오리]푸시팝 말랑이 팝잇 버블팝 뽁뽁이 보드게임 장난감
유아동/출산,8400,0,8400,63,장난감/완구,미니마우스 하트 배낭물총/미니마우스 배낭물총/미니
유아동/출산,14310,10,15900,64,장난감/완구,(초이락컨텐츠팩토리) [바이트초이카] 크래싱트랙 완구 장난감
유아동/출산,33480,10,37200,65,장난감/완구,[신비아파트]신비아파트3 고스트볼 더블X 사토룡 세트
유아동/출산,24820,5,26400,66,장난감/완구,[위니코니]위니코니 2021 핑크퐁 아기상어 파라솔 쿠션보행기
유아동/출산,54800,0,54800,67,장난감/완구,New슈퍼무지개도미노1000피스+25
유아동/출산,72000,10,80000,68,장난감/완구,[옥스포드]3[옥스포드] 좀비실록 좀비소굴 ZB3671
유아동/출산,42000,6,45000,57,출산/유아용품,[주니어김영사]공습국어 초등독해 3 4 학년 독해 기본심화 세트 (총6권)
유아동/출산,66000,13,76000,58,출산/유아용품,제이슨 친 그림책(전5권)
유아동/출산,9790,2,9990,59,출산/유아용품,[킨쵸]당일배송 킨초 카오링 모기 퇴치 팔찌 천연 퇴치밴드
유아동/출산,239200,9,265000,60,출산/유아용품,[비룡소]비룡소  세계베스트 창작동화 사각사각 그림책 25권세트
유아동/출산,17900,0,17900,61,출산/유아용품,[페리오]페리오키즈 4단계 8-13세 20입
유아동/출산,34800,9,38660,62,출산/유아용품,바이킹 초등학생을 위한 수학실험365 1학기/2학기/과학실험380 (전3권)
유아동/출산,49800,68,159000,63,출산/유아용품,[카라즈]키벨 베이비룸6p세트4p세트 8p세트/아기안전펜스
유아동/출산,12420,70,41400,64,출산/유아용품,[올곧은]올곧은) 물티슈 일반 캡형 70매 3입 엠보싱 x 3개 Z803
유아동/출산,12900,70,43000,67,유아동가방/잡화 ,20%쿠폰 성인/아동 3중필터 일회용 캐릭터 마스크
유아동/출산,55800,10,62000,68,유아동가방/잡화 ,[캉골]캔버스 토트백 피크닉 3753 2종 택 1
유아동/출산,14900,69,49600,69,유아동가방/잡화 ,[베스트웨이]BW 51115 엠보싱 유아 사각 에어풀장 핑크/물놀이풀장
유아동/출산,44800,0,44800,70,유아동가방/잡화 ,[베베숲]베베숲 네이처골드 60매 캡 20팩 75gsm /레이온100%
유아동/출산,2400,0,2400,71,유아동가방/잡화 ,어몽어스마스크스트랩 마스크줄 스마트톡 어린이선물
유아동/출산,24500,0,24500,72,유아동가방/잡화 ,[썬글레이드]UV 와이드 아쿠아 플랩캡 베이비반즈/아동플랩캡/썬햇
유아동/출산,26420,22,34300,73,유아동가방/잡화 ,[블루독]BL)화섬 버킷햇 21119-801-08
유아동/출산,22900,0,22900,61,유아동신발 ,아동장화 유아장화 아동 레인부츠 어린이장화 DW3160
유아동/출산,19900,0,19900,62,유아동신발 ,[페이퍼플레인키즈]브랜드쿠폰특가 아동장화 레인부츠 유아 우비 우산
유아동/출산,28020,5,29800,63,유아동신발 ,[크록스]클래식 클로그 키즈/여성 사이즈 17종 택1 (204536)/ 크록스
유아동/출산,12900,0,12900,64,유아동신발 ,[모칸도]아동장화 15종 센트시리즈(180~230) 레인부츠 패션장화
유아동/출산,24170,16,29000,65,유아동신발 ,[휠라키즈]휠라 레인 플렉스 (3XM01290D)
유아동/출산,7900,0,7900,66,유아동신발 ,[팬콧]팬콧 아동 아쿠아슈즈 비치가운 비치백 플랩캡
유아동/출산,39000,0,39000,67,유아동신발 ,[휠라키즈]휠라키즈 벨트렙 ML KD운동화 3TM01223
유아동/출산,9900,70,33000,68,유아동신발 ,[프로월드컵]프로월드컵키즈 17%추가쿠폰 아동실내화 슬리퍼
유아동/출산,59800,0,59800,61,유아동의류,[로아앤제인]하트가디건레드(RJ2005FO117)
유아동/출산,20400,69,67000,62,유아동의류,[레노마키즈]재입고 20%+5% 레노마키즈 여름이월 남아/티셔츠/바지
유아동/출산,11500,0,11500,63,유아동의류,[디어베이비]디어베이비 여름 아보카도긴소상하2세트_02N357617
유아동/출산,20300,0,20300,64,유아동의류,[휠라키즈]키즈 사이드 빅 F 반팔 티 FK2RSD2104XOWH
유아동/출산,20300,0,20300,65,유아동의류,[휠라키즈]키즈 멀티 F 박스 반팔 티 FK2RSD2108XOWH
유아동/출산,4900,69,16300,66,유아동의류,쥬니블리 여아 티셔츠/팬츠/레깅스/원피스/스커트 외
유아동/출산,16900,15,20000,67,유아동의류,[젤리스푼]아동수영복/래쉬가드/여아수영복/아쿠아슈즈/플랩캡
유아동/출산,81090,15,95400,68,유아동의류,(내셔널지오그래픽키즈) (신세계강남점)[내셔널지오그래픽키즈] 키즈 코우너스 플리스 롱기장 뽀글이 풀...
유아동/출산,26390,1,26920,81,홈플러스 베이비,[산양하이키드골드](행사상품)일동후디스_산양하이키드골드어린이영양식_700G
유아동/출산,2000,0,2000,82,홈플러스 베이비,(2+1)아이배냇_처음먹는순한짜장_50G
유아동/출산,27350,1,27900,83,홈플러스 베이비,(행사상품)롯데푸드_올곧게만든위드맘3단계_750G
유아동/출산,1390,0,1390,84,홈플러스 베이비,(2+1)매일유업_요미요미튼튼주스배도라지_100ML
유아동/출산,19510,1,19900,85,홈플러스 베이비,(1+1)밤보_밤보네이쳐밴드형4단계_30매
유아동/출산,12900,0,12900,86,홈플러스 베이비,(1+1)유한킴벌리_더블하트소프트허니콤수유패드_96P
유아동/출산,27300,0,27300,87,홈플러스 베이비,(2+1)유한킴벌리_하기스네이처메이드 씬테크 팬티기저귀특대형5단계 남아 _30매
유아동/출산,29000,69,96600,53,신생아의류/잡화,[타티네쇼콜라]GC슬럽자수원피스
유아동/출산,5700,1,5800,54,신생아의류/잡화,아기 여름 배냇저고리 무형광 여름 배냇저고리
유아동/출산,27360,24,36000,55,신생아의류/잡화,[압소바]갤러리아  21년여름신상품 출산 백일선물)다니반소바디슈트(AW3-10637)
유아동/출산,10900,0,10900,56,신생아의류/잡화,[아가방]아가방 여름 토미나시내의(D/GREYORANGE)_01N357621
유아동/출산,29830,0,30000,57,신생아의류/잡화,[와우컵] 외출필수품 유아컵 207/296ml 세트 (베이비+키즈 트라이탄/뚜껑포함) /어린이집필수템/흘림방지
유아동/출산,26520,15,31200,58,신생아의류/잡화,[휠라키즈](현대백화점)[휠라키즈]FK2TRD2104X/키즈 트리코트 5부 반바지
유아동/출산,13900,0,13900,59,신생아의류/잡화,까꿍맘/여름/남아의류/아동복/아기옷/유아원피스
유아동/출산,8900,25,11900,60,신생아의류/잡화,여름 끝장세일/남여유아복/상하복/외출복/정장/원피스
유아동/출산,22040,18,26900,61,신생아의류/잡화,[베이비반즈](신세계강남점)[썬글레이드] 유아동 UV차단 버킷햇 플랩 인 캠핑햇
유아동/출산,15900,66,47700,56,물티슈,[마마랩]마마랩 아기물티슈 오리지널 80매 캡형X20팩
유아동/출산,21390,0,21390,57,물티슈,[베베숲]베베숲 물티슈 80매 16팩 캡형 아기 베이비 순한 휴대
유아동/출산,32500,0,32500,58,물티슈,[크리넥스]마이비데 리필 46매x20개/화장지/휴지/물티슈
유아동/출산,35900,0,35900,59,물티슈,[베베숲]베베숲 시그니처 레드 70매 캡 20팩
유아동/출산,25440,1,25900,60,물티슈,그린터치물티슈(100매)30팩 /아기/순한성분/캡형/국산
유아동/출산,20900,0,20900,61,물티슈,[랩신]애경 랩신 V3 손소독티슈 60매x6개
유아동/출산,38130,1,38900,62,물티슈,[브라운물티슈]브라운 아기물티슈 네이처 마일드 70매 캡형 10+10팩
화장품/헤어,22000,0,22000,74,화장소품,닥터아토 손소독 티슈 20매 X 20개
화장품/헤어,29900,0,30000,75,화장소품,[프로피에스]졸포덤겔 인체임상완료/셀룰라이트일시감소/바디케어
화장품/헤어,10900,0,10900,76,화장소품,[메디플라워]순면100% 깔끔 엠보싱 대용량 화장솜 520매x2/총1040매
화장품/헤어,37500,1,38000,77,화장소품,머리여행 부메랑 샴푸 목받침대 샴푸목받이 실리콘
화장품/헤어,10900,0,10900,78,화장소품,[스킨푸드]1+1+1/스킨푸드 웨지퍼프 대용량 12개입/36개
화장품/헤어,3300,0,3300,79,화장소품,소독용 에탄올 100ml 소독용알콜 피부관리시험
화장품/헤어,10900,0,10900,80,화장소품,[메디플라워]메이크 셀프패드 화장솜 닥토패드 각질패드 본품+리필
화장품/헤어,11900,24,15800,81,화장소품,1+1 이키루 미용가위세트(헤어+틴닝)/아기애견 앞머리
화장품/헤어,9700,1,9800,79,제모/데오드란트/슬리밍,제모패치 브라질리언 왁싱 제모제 왁스 제모크림 패드
화장품/헤어,9900,0,9900,80,제모/데오드란트/슬리밍,[쉬크]제모날 인튜이션 센서티브케어 내추럴 제모날3입
화장품/헤어,6960,0,6960,81,제모/데오드란트/슬리밍,[쉬크]쉬크 우먼 인튜이션 뉴 파머그래네이트 여성면도날3ea
화장품/헤어,18910,0,19000,82,제모/데오드란트/슬리밍,[뷰티 포뮬라]뷰티포뮬라 왁스스트립 2종 (40매+36매) 셀프왁싱
화장품/헤어,19900,0,19900,83,제모/데오드란트/슬리밍,프로왁스100 1구 화이트워머기 셀프왁싱 제모용품
화장품/헤어,18800,0,18800,84,제모/데오드란트/슬리밍,블렌드베리 블루아줄렌 왁스 단품 500g  제모 왁싱제품
화장품/헤어,19800,0,19800,85,제모/데오드란트/슬리밍,[맨디스]제모제 패치 크림 왁스 브라질리언왁싱 다리 항문제모
화장품/헤어,18000,0,18000,86,제모/데오드란트/슬리밍,제모제 지지 올퍼포스왁싱 gigi왁스 지지허니
화장품/헤어,28500,0,28500,78,향수,[헤라]헤라 지일 오 데 퍼퓸 40ml / 헤라향수 / 지일향수
화장품/헤어,50400,4,52500,79,향수,[불가리][불가리 향수] [공식수입]불가리 옴니아 아메시스트 EDT 40ml
화장품/헤어,46000,0,46000,80,향수,[랑방]랑방 버버리 불가리 페라리 자도르 끌로에 남여향수
화장품/헤어,46000,0,46000,81,향수,[버버리]ck 존바바토스 페라리 불가리 몽블랑 외 남자향수
화장품/헤어,28710,3,29700,82,향수,[랑방](랑방 (향수)) 랑방 루머2로즈 오 드 퍼퓸 100ml
화장품/헤어,16900,0,16900,83,향수,데메테르 향수 30ml 베스트 14종(택1)
화장품/헤어,79900,0,79900,84,향수,조말론 피오니앤블러쉬스웨이드 코롱 30ml BH
화장품/헤어,15000,0,15000,84,샴푸/헤어에센스/스타일링,[쿤달]단백질 트리트먼트 500ml 베이비파우더 2개
화장품/헤어,93960,13,108000,85,샴푸/헤어에센스/스타일링,[모로칸오일](현대백화점)[모로칸오일 공식수입원]모로칸오일(오리지날)100mlX2 구매시+25ml 추가증정
화장품/헤어,31000,0,31000,86,샴푸/헤어에센스/스타일링,[청미정]다시마 트리트먼트 천연 헤어 컨디셔너 500ml
화장품/헤어,17730,0,17900,87,샴푸/헤어에센스/스타일링,[아모스프로페셔널]1+1 아모스 헤어 컬링에센스2x(이엑스) 150mlx2개
화장품/헤어,49500,0,49500,88,샴푸/헤어에센스/스타일링,[댕기머리]댕기머리  들애수 탈모샴푸 500ml 4개
화장품/헤어,67920,14,79900,89,샴푸/헤어에센스/스타일링,[바이오실크][최신상] 실크테라피 30주년 인리치드 액션 수프림 기본세트
화장품/헤어,18900,0,18900,90,샴푸/헤어에센스/스타일링,[케라시스]KS퍼퓸샴푸엘레강스 600ml x5개
화장품/헤어,28600,0,28600,84,남성화장품,[오휘]오휘 포맨 네오필 2종/기획/숨 디어 옴므
화장품/헤어,103000,0,103000,85,남성화장품,[가히]가히 링클 바운스 김고은 멀티 밤 9g x3
화장품/헤어,15500,0,15500,86,남성화장품,[이니스프리]포레스트 포맨 올인원 에센스/포어/트러블/안티에이징
화장품/헤어,29900,0,29900,87,남성화장품,[오딧세이]아모레퍼시픽 오딧세이 로맨틱 2종 세트
화장품/헤어,19600,30,28000,88,남성화장품,[라네즈옴므](SF)라네즈 크림스킨 옴므 올인원 150ML
화장품/헤어,26600,30,38000,89,남성화장품,[아이오페](SF)아이오페 맨 올데이 퍼펙트 톤 업 올인원 120ml
화장품/헤어,32300,15,38000,90,남성화장품,[비오템옴므]아쿠아파워 클렌저 125ml
화장품/헤어,24000,20,30000,91,남성화장품,[프리메라]맨 오가니언스 트리트먼트 워터 180ml(특별)
화장품/헤어,56950,15,67000,92,남성화장품,[비오템](선물 추천)아쿠아파워 모이스춰라이저 100ml 세트
화장품/헤어,20020,0,20020,93,남성화장품,헤라옴므 에센스 인 스킨 125ml GM
화장품/헤어,12600,30,18000,94,남성화장품,[아이오페](SF)아이오페 맨 퍼펙트 올인원 클렌저 125g
화장품/헤어,22900,32,33900,84,바디클렌져/바디로션,[아비노]스트레스 릴리프 로션 354ml 2번들
